date,energy_kwh,day_of_week,is_weekend,month,is_holiday,temp_mean,temp_max,temp_min,precipitation
2023-07-30,63.872,6,1,7,0,23.9,32.0,15.9,0.3
2023-07-31,55.795,0,0,7,0,22.5,29.2,18.4,10.6
2023-08-01,52.943,1,0,8,0,20.4,27.2,16.0,5.0
2023-08-02,75.992,2,0,8,0,20.7,26.6,14.8,2.8
2023-08-03,72.098,3,0,8,0,20.1,26.2,15.0,0.0
2023-08-04,68.72,4,0,8,0,20.2,28.5,12.4,1.1
2023-08-05,84.74199999999999,5,1,8,0,19.5,25.2,13.2,2.7
2023-08-06,45.804,6,1,8,0,15.6,19.8,11.6,1.5
2023-08-07,83.884,0,0,8,0,16.8,23.9,10.0,0.0
2023-08-08,103.28299999999999,1,0,8,0,17.7,24.6,11.2,1.5
2023-08-09,51.713,2,0,8,0,17.8,24.6,9.3,0.0
2023-08-10,113.237,3,0,8,0,21.3,30.2,11.6,0.0
2023-08-11,65.814,4,0,8,0,22.6,30.7,15.1,0.0
2023-08-12,71.957,5,1,8,0,22.6,28.7,16.5,0.0
2023-08-13,87.24,6,1,8,0,18.1,22.0,14.6,0.0
2023-08-14,2.711,0,0,8,0,18.3,23.6,12.2,0.0
2023-08-15,0.0,1,0,8,0,20.9,30.1,12.2,0.0
2023-08-16,0.0,2,0,8,0,23.9,32.8,14.7,0.0
2023-08-17,138.858,3,0,8,0,23.1,30.5,16.6,0.0
2023-08-18,16.767,4,0,8,0,24.3,33.7,18.0,0.4
2023-08-19,123.124,5,1,8,0,23.5,30.6,16.9,0.1
2023-08-20,65.047,6,1,8,0,22.7,33.2,15.6,0.0
2023-08-21,61.938,0,0,8,0,24.2,34.7,14.9,0.0
2023-08-22,78.57000000000001,1,0,8,0,24.7,33.5,17.2,0.0
2023-08-23,64.558,2,0,8,0,24.5,32.7,16.4,0.0
2023-08-24,40.185,3,0,8,0,23.9,30.4,18.1,0.2
2023-08-25,89.267,4,0,8,0,18.1,22.1,15.2,21.7
2023-08-26,105.68,5,1,8,0,17.6,22.3,13.7,2.0
2023-08-27,41.734,6,1,8,0,19.2,25.8,13.1,2.5
2023-08-28,95.14099999999999,0,0,8,0,17.0,22.0,12.9,2.6
2023-08-29,38.532,1,0,8,0,18.1,25.7,10.9,0.0
2023-08-30,10.166,2,0,8,0,20.3,30.2,12.3,0.0
2023-08-31,63.818,3,0,8,0,22.0,32.5,12.0,0.0
2023-09-01,50.998000000000005,4,0,9,0,23.0,34.2,13.4,0.0
2023-09-02,52.642,5,1,9,0,22.7,31.1,15.9,0.0
2023-09-03,126.142,6,1,9,0,21.4,29.7,15.2,0.5
2023-09-04,37.444,0,0,9,1,20.5,30.2,11.9,0.0
2023-09-05,124.378,1,0,9,0,18.1,24.0,11.8,0.0
2023-09-06,17.671999999999997,2,0,9,0,18.0,27.2,10.2,0.0
2023-09-07,52.829,3,0,9,0,19.7,30.2,9.7,0.0
2023-09-08,12.078000000000001,4,0,9,0,19.2,29.4,11.4,0.0
2023-09-09,0.0,5,1,9,0,19.3,27.3,10.9,0.0
2023-09-10,93.186,6,1,9,0,15.0,20.0,12.7,17.6
2023-09-11,57.5,0,0,9,0,14.1,18.5,10.8,2.3
2023-09-12,66.611,1,0,9,0,14.1,21.0,8.6,0.2
2023-09-13,11.593,2,0,9,0,15.5,23.6,8.8,0.0
2023-09-14,34.808,3,0,9,0,14.1,19.4,9.5,6.7
2023-09-15,33.149,4,0,9,0,12.9,17.2,7.9,2.7
2023-09-16,18.3,5,1,9,0,13.4,21.7,5.7,0.0
2023-09-17,41.206,6,1,9,0,15.9,25.0,7.8,0.0
2023-09-18,49.171,0,0,9,0,18.1,27.1,10.9,0.0
2023-09-19,45.195,1,0,9,0,16.9,24.2,11.9,1.6
2023-09-20,26.614,2,0,9,0,15.6,24.3,8.1,0.0
2023-09-21,75.30000000000001,3,0,9,0,15.5,23.0,9.2,0.0
2023-09-22,23.833,4,0,9,0,15.5,23.6,8.7,0.0
2023-09-23,86.84,5,1,9,0,14.7,22.1,6.8,0.0
2023-09-24,45.085,6,1,9,0,12.9,22.5,4.8,0.0
2023-09-25,95.828,0,0,9,0,15.3,25.0,6.9,0.0
2023-09-26,70.922,1,0,9,0,16.0,25.1,7.9,0.0
2023-09-27,57.151,2,0,9,0,17.8,28.5,8.9,0.0
2023-09-28,25.458,3,0,9,0,18.5,29.5,8.9,0.0
2023-09-29,17.999,4,0,9,0,17.3,26.2,9.4,0.0
2023-09-30,97.31400000000001,5,1,9,0,17.2,26.6,8.5,0.1
2023-10-01,31.887999999999998,6,1,10,0,20.6,28.5,13.2,0.0
2023-10-02,96.819,0,0,10,0,17.4,26.4,12.3,1.5
2023-10-03,45.499,1,0,10,0,12.7,19.3,6.4,0.0
2023-10-04,67.52600000000001,2,0,10,0,13.2,21.0,7.4,0.0
2023-10-05,40.423,3,0,10,0,11.6,18.2,5.1,0.0
2023-10-06,42.007,4,0,10,0,8.2,11.8,5.3,0.0
2023-10-07,15.606,5,1,10,0,11.1,19.4,2.7,0.0
2023-10-08,45.223,6,1,10,0,13.8,22.9,5.6,0.0
2023-10-09,77.18100000000001,0,0,10,1,14.4,24.4,5.6,0.0
2023-10-10,69.289,1,0,10,0,15.7,25.4,6.0,0.0
2023-10-11,27.795,2,0,10,0,13.0,20.8,7.6,3.9
2023-10-12,28.820999999999998,3,0,10,0,8.7,13.8,4.7,1.0
2023-10-13,67.389,4,0,10,0,6.0,10.8,1.6,0.0
2023-10-14,89.793,5,1,10,0,4.8,11.1,-0.9,0.0
2023-10-15,24.256,6,1,10,0,8.6,16.2,0.6,0.0
2023-10-16,86.536,0,0,10,0,12.0,20.8,3.9,0.0
2023-10-17,90.059,1,0,10,0,15.7,26.5,6.2,0.0
2023-10-18,33.855000000000004,2,0,10,0,12.4,19.5,4.6,0.0
2023-10-19,71.226,3,0,10,0,15.1,25.8,7.6,0.0
2023-10-20,54.741,4,0,10,0,17.1,28.2,8.9,0.0
2023-10-21,30.325,5,1,10,0,14.4,22.9,6.6,0.0
2023-10-22,47.227000000000004,6,1,10,0,14.0,21.9,6.6,0.0
2023-10-23,30.614,0,0,10,0,13.9,23.6,5.9,0.0
2023-10-24,38.26,1,0,10,0,12.4,19.0,5.0,0.0
2023-10-25,54.897,2,0,10,0,11.0,19.1,5.6,0.0
2023-10-26,119.391,3,0,10,0,7.0,12.7,4.1,0.0
2023-10-27,70.576,4,0,10,0,0.7,4.2,-3.2,0.0
2023-10-28,41.324,5,1,10,0,-3.4,-2.0,-4.6,12.8
2023-10-29,25.463,6,1,10,0,-7.5,-5.0,-14.1,4.5
2023-10-30,38.203,0,0,10,0,-8.6,0.8,-15.5,0.0
2023-10-31,27.092,1,0,10,0,-5.0,2.4,-11.5,0.0
2023-11-01,50.186,2,0,11,0,2.8,13.1,-3.8,0.0
2023-11-02,27.172,3,0,11,0,6.0,13.4,-2.0,0.0
2023-11-03,52.672,4,0,11,0,10.1,17.6,1.2,0.0
2023-11-04,29.749000000000002,5,1,11,0,6.5,15.1,-0.2,0.0
2023-11-05,27.830000000000002,6,1,11,0,11.4,21.7,3.5,0.0
2023-11-06,80.457,0,0,11,0,9.5,18.3,2.3,0.0
2023-11-07,63.019000000000005,1,0,11,0,9.7,18.1,2.3,0.0
2023-11-08,61.510999999999996,2,0,11,0,3.8,7.4,0.0,10.5
2023-11-09,30.709999999999997,3,0,11,0,0.1,6.9,-6.3,0.3
2023-11-10,72.18599999999999,4,0,11,0,-1.0,8.7,-6.8,0.0
2023-11-11,20.262999999999998,5,1,11,1,2.6,12.9,-4.8,0.0
2023-11-12,39.025,6,1,11,0,4.2,13.1,-2.4,0.0
2023-11-13,28.609,0,0,11,0,4.3,12.1,-0.3,0.0
2023-11-14,28.574,1,0,11,0,7.2,18.5,-0.1,0.0
2023-11-15,103.688,2,0,11,0,5.5,14.2,-0.4,0.0
2023-11-16,22.452,3,0,11,0,9.8,17.5,0.3,0.1
2023-11-17,12.676,4,0,11,0,7.0,14.4,2.3,0.0
2023-11-18,74.31700000000001,5,1,11,0,5.7,13.3,-0.8,0.0
2023-11-19,98.72399999999999,6,1,11,0,5.8,12.2,1.2,0.0
2023-11-20,120.009,0,0,11,0,3.7,7.8,0.1,2.0
2023-11-21,69.27199999999999,1,0,11,0,3.6,11.4,-2.0,0.0
2023-11-22,74.293,2,0,11,0,6.6,16.7,-0.4,0.0
2023-11-23,38.113,3,0,11,1,0.8,3.0,-3.8,3.0
2023-11-24,32.091,4,0,11,0,-7.5,-4.3,-10.2,3.1
2023-11-25,125.26599999999999,5,1,11,0,-10.0,-7.8,-12.4,3.6
2023-11-26,56.289,6,1,11,0,-7.1,-0.7,-10.6,0.0
2023-11-27,49.445,0,0,11,0,-6.2,2.6,-11.4,0.0
2023-11-28,116.20400000000001,1,0,11,0,-0.0,9.4,-6.2,0.0
2023-11-29,52.223,2,0,11,0,-1.4,8.8,-7.2,0.0
2023-11-30,25.072000000000003,3,0,11,0,-1.6,1.1,-5.3,0.0
