date,energy_kwh,day_of_week,is_weekend,month,is_holiday,temp_mean,temp_max,temp_min,precipitation
2018-08-22,29.816,2,0,8,0,17.3,23.4,12.1,0.9
2018-08-23,9.474,3,0,8,0,21.7,29.0,15.1,0.4
2018-08-24,29.668000000000003,4,0,8,0,21.1,28.8,11.9,0.0
2018-08-25,0.0,5,1,8,0,21.4,29.4,12.9,0.8
2018-08-26,47.488,6,1,8,0,23.6,30.1,16.2,0.0
2018-08-27,44.544,0,0,8,0,23.8,31.5,15.9,0.0
2018-08-28,2.972,1,0,8,0,16.8,22.1,11.6,0.0
2018-08-29,13.669999999999998,2,0,8,0,19.3,28.7,10.9,0.0
2018-08-30,7.062,3,0,8,0,21.8,31.0,11.9,0.0
2018-08-31,25.048000000000002,4,0,8,0,22.1,29.9,15.7,0.0
2018-09-01,0.0,5,1,9,0,20.1,27.2,13.9,0.0
2018-09-02,0.0,6,1,9,0,19.0,25.1,11.9,0.1
2018-09-03,45.726,0,0,9,1,19.8,25.8,13.9,0.0
2018-09-04,2.046,1,0,9,0,19.5,25.4,11.9,0.6
2018-09-05,8.776,2,0,9,0,15.7,22.0,12.6,5.2
2018-09-06,6.188,3,0,9,0,15.7,20.0,11.8,1.5
2018-09-07,32.32,4,0,9,0,16.5,22.4,12.1,0.0
2018-09-08,0.0,5,1,9,0,17.5,26.1,11.1,0.3
2018-09-09,17.638,6,1,9,0,20.4,27.8,14.0,0.0
2018-09-10,24.736,0,0,9,0,20.1,29.0,11.8,0.0
2018-09-11,53.63,1,0,9,0,22.5,31.0,13.6,0.0
2018-09-12,16.104,2,0,9,0,23.4,31.8,13.6,0.0
2018-09-13,7.696,3,0,9,0,23.4,32.1,14.9,0.0
2018-09-14,0.0,4,0,9,0,24.0,31.5,14.4,0.0
2018-09-15,0.0,5,1,9,0,22.4,31.6,13.4,0.0
2018-09-16,12.102,6,1,9,0,23.8,31.2,15.5,0.0
2018-09-17,6.468,0,0,9,0,23.6,31.1,16.6,0.0
2018-09-18,25.144,1,0,9,0,21.9,29.4,14.7,0.0
2018-09-19,4.182,2,0,9,0,21.6,29.3,13.6,1.0
2018-09-20,55.576,3,0,9,0,18.9,26.3,13.6,2.1
2018-09-21,20.466,4,0,9,0,15.1,22.7,9.6,0.0
2018-09-22,11.882000000000001,5,1,9,0,18.8,28.5,8.2,0.0
2018-09-23,27.746,6,1,9,0,21.2,28.8,12.9,0.0
2018-09-24,18.286,0,0,9,0,18.4,26.0,11.9,0.8
2018-09-25,3.596,1,0,9,0,11.3,16.6,4.8,0.0
2018-09-26,54.438,2,0,9,0,12.0,19.7,6.5,0.0
2018-09-27,16.55,3,0,9,0,16.2,26.0,8.1,0.0
2018-09-28,19.03,4,0,9,0,7.3,12.3,3.2,0.1
2018-09-29,0.0,5,1,9,0,16.5,30.0,3.6,0.0
2018-09-30,45.254,6,1,9,0,8.7,14.6,4.5,0.2
2018-10-01,10.771999999999998,0,0,10,0,10.9,18.7,4.8,0.1
2018-10-02,24.666,1,0,10,0,17.3,25.0,10.2,0.0
2018-10-03,23.964,2,0,10,0,19.0,26.8,11.8,0.1
2018-10-04,25.724,3,0,10,0,10.9,17.9,7.2,0.5
2018-10-05,12.56,4,0,10,0,11.6,21.6,5.3,3.2
2018-10-06,5.71,5,1,10,0,7.3,12.1,3.5,2.8
2018-10-07,33.682,6,1,10,0,6.5,12.8,3.3,3.1
2018-10-08,32.764,0,0,10,1,2.8,4.6,1.6,5.6
2018-10-09,21.740000000000002,1,0,10,0,1.8,3.7,0.8,1.8
2018-10-10,51.844,2,0,10,0,-0.6,0.7,-2.3,2.8
2018-10-11,7.028,3,0,10,0,0.5,4.3,-2.2,0.4
2018-10-12,21.632,4,0,10,0,6.5,15.8,1.0,0.6
2018-10-13,6.49,5,1,10,0,8.2,15.6,0.5,2.7
2018-10-14,66.282,6,1,10,0,-6.5,-0.6,-12.1,7.4
2018-10-15,42.66,0,0,10,0,-7.1,3.8,-17.0,0.0
2018-10-16,3.7,1,0,10,0,0.5,9.8,-8.0,0.0
2018-10-17,29.244,2,0,10,0,3.6,12.4,-3.4,0.0
2018-10-18,4.532,3,0,10,0,6.4,14.7,-0.7,0.0
2018-10-19,16.578,4,0,10,0,10.8,16.8,4.7,0.0
2018-10-20,6.132,5,1,10,0,8.9,17.7,2.2,0.0
2018-10-21,40.798,6,1,10,0,11.9,20.9,4.1,0.0
2018-10-22,12.988,0,0,10,0,11.5,18.8,4.8,0.0
2018-10-23,39.388,1,0,10,0,10.5,16.2,5.9,0.1
2018-10-24,26.583999999999996,2,0,10,0,10.8,15.1,7.4,1.2
2018-10-25,49.226,3,0,10,0,11.3,17.5,5.6,0.0
2018-10-26,62.372,4,0,10,0,11.9,18.8,6.5,0.0
2018-10-27,15.378,5,1,10,0,14.4,22.1,7.3,0.0
2018-10-28,21.392,6,1,10,0,11.8,22.0,2.6,0.0
2018-10-29,61.942,0,0,10,0,14.0,24.1,6.5,0.0
2018-10-30,21.732,1,0,10,0,3.0,7.1,0.3,7.1
2018-10-31,68.934,2,0,10,0,2.5,7.4,-2.1,0.2
2018-11-01,75.5,3,0,11,0,5.2,10.2,-0.4,0.2
2018-11-02,45.464,4,0,11,0,7.2,12.8,1.8,0.7
2018-11-03,27.35,5,1,11,0,5.4,9.2,0.9,8.4
2018-11-04,51.258,6,1,11,0,3.6,9.7,-1.9,0.5
2018-11-05,43.064,0,0,11,0,5.0,9.6,0.5,0.2
2018-11-06,24.124000000000002,1,0,11,0,4.3,8.9,-1.3,0.0
2018-11-07,53.646,2,0,11,0,-1.4,3.2,-3.9,0.5
2018-11-08,32.764,3,0,11,0,-1.5,3.8,-4.8,3.0
2018-11-09,76.536,4,0,11,0,-1.1,6.1,-6.2,0.0
2018-11-10,0.0,5,1,11,0,3.7,11.4,-2.2,0.0
2018-11-11,39.275999999999996,6,1,11,1,-3.9,-0.8,-6.3,9.4
2018-11-12,11.95,0,0,11,0,-8.2,-5.4,-15.0,1.2
2018-11-13,69.544,1,0,11,0,-3.0,5.8,-13.3,0.0
2018-11-14,24.364,2,0,11,0,2.5,11.8,-3.0,0.0
2018-11-15,39.298,3,0,11,0,3.6,6.9,-2.8,0.0
2018-11-16,42.778000000000006,4,0,11,0,4.1,11.7,-5.3,0.0
2018-11-17,22.762,5,1,11,0,-4.0,-0.6,-10.9,7.3
2018-11-18,61.102000000000004,6,1,11,0,-4.6,3.5,-12.2,0.0
2018-11-19,40.16,0,0,11,0,-2.5,3.1,-10.1,0.0
2018-11-20,23.784,1,0,11,0,-2.6,5.9,-9.8,0.0
2018-11-21,0.0,2,0,11,0,0.1,10.0,-5.8,0.0
2018-11-22,0.0,3,0,11,1,1.9,10.4,-5.9,0.0
2018-11-23,7.824,4,0,11,0,2.1,5.4,-3.0,0.7
2018-11-24,54.552,5,1,11,0,1.6,8.4,-3.9,3.3
2018-11-25,56.958,6,1,11,0,-3.0,1.6,-9.9,0.0
2018-11-26,36.938,0,0,11,0,-0.3,5.8,-4.6,0.0
2018-11-27,77.606,1,0,11,0,4.0,7.6,-2.2,0.0
2018-11-28,42.306,2,0,11,0,6.4,12.1,0.5,0.1
2018-11-29,57.456,3,0,11,0,1.3,4.7,-0.9,0.3
2018-11-30,80.062,4,0,11,0,-0.9,1.6,-2.3,1.6
2018-12-01,15.712,5,1,12,0,0.6,4.9,-2.3,0.0
2018-12-02,52.748000000000005,6,1,12,0,-3.2,0.6,-9.1,0.2
2018-12-03,36.65,0,0,12,0,-4.5,-1.7,-8.1,1.3
2018-12-04,69.814,1,0,12,0,-4.6,-0.3,-8.9,0.2
2018-12-05,79.398,2,0,12,0,-2.9,4.6,-11.7,0.2
2018-12-06,51.444,3,0,12,0,-10.4,-7.0,-15.1,0.4
2018-12-07,83.236,4,0,12,0,-4.0,0.9,-9.9,0.0
2018-12-08,14.14,5,1,12,0,-2.3,6.4,-10.6,0.0
2018-12-09,83.23400000000001,6,1,12,0,-0.6,5.7,-4.6,0.0
2018-12-10,36.769999999999996,0,0,12,0,1.8,9.4,-4.6,0.0
2018-12-11,47.972,1,0,12,0,2.8,9.1,-1.7,0.0
2018-12-12,107.832,2,0,12,0,3.4,10.1,-1.5,0.0
2018-12-13,63.752,3,0,12,0,-0.6,5.2,-4.7,0.0
2018-12-14,55.28,4,0,12,0,-0.1,5.8,-4.0,0.0
2018-12-15,55.92,5,1,12,0,5.0,10.4,-1.6,0.0
2018-12-16,22.204,6,1,12,0,1.3,8.1,-2.9,0.0
2018-12-17,101.862,0,0,12,0,3.6,11.8,-3.3,0.0
2018-12-18,62.620000000000005,1,0,12,0,5.0,10.1,0.2,0.0
2018-12-19,67.72,2,0,12,0,4.5,6.6,-0.3,0.0
2018-12-20,95.744,3,0,12,0,1.4,7.9,-2.1,0.0
2018-12-21,32.368,4,0,12,0,6.1,12.9,-2.6,0.0
2018-12-22,4.002,5,1,12,0,-0.3,3.5,-4.9,0.2
2018-12-23,50.448,6,1,12,0,-1.1,7.2,-6.8,0.0
2018-12-24,93.148,0,0,12,0,0.9,7.2,-3.2,0.0
2018-12-25,26.484,1,0,12,1,-0.2,2.7,-3.8,0.0
2018-12-26,24.588,2,0,12,0,-1.3,2.2,-4.8,0.6
2018-12-27,31.524,3,0,12,0,-4.9,-2.2,-6.9,0.3
2018-12-28,116.844,4,0,12,0,-7.8,-6.4,-9.0,0.3
2018-12-29,17.904,5,1,12,0,-5.4,2.3,-12.4,0.0
2018-12-30,29.308,6,1,12,0,2.4,7.8,-1.4,0.0
2018-12-31,58.474000000000004,0,0,12,0,-7.9,0.9,-13.4,3.0
2019-01-01,0.0,1,0,1,1,-14.9,-11.8,-17.8,0.2
2019-01-02,103.44800000000001,2,0,1,0,-6.1,5.0,-13.4,0.0
2019-01-03,43.96,3,0,1,0,1.3,10.8,-6.2,0.0
2019-01-04,45.897999999999996,4,0,1,0,5.3,13.1,0.1,0.0
2019-01-05,2.032,5,1,1,0,5.3,11.7,0.8,0.0
2019-01-06,50.106,6,1,1,0,5.7,12.8,-1.5,0.1
2019-01-07,59.71,0,0,1,0,3.4,7.6,-1.8,0.8
2019-01-08,46.641999999999996,1,0,1,0,0.8,7.4,-3.2,0.0
2019-01-09,74.854,2,0,1,0,2.0,6.6,-2.9,0.0
2019-01-10,113.006,3,0,1,0,5.8,9.3,0.9,0.0
2019-01-11,45.47,4,0,1,0,1.1,7.0,-0.8,13.3
2019-01-12,57.39,5,1,1,0,-1.4,1.8,-8.6,2.8
2019-01-13,89.602,6,1,1,0,-6.8,1.3,-11.4,0.0
2019-01-14,109.904,0,0,1,0,-6.5,4.9,-12.1,0.0
2019-01-15,142.532,1,0,1,0,-2.6,4.9,-11.1,0.0
2019-01-16,126.632,2,0,1,0,1.2,5.1,-4.8,0.0
2019-01-17,81.73,3,0,1,0,1.6,7.8,-2.7,0.3
2019-01-18,18.13,4,0,1,0,-0.7,3.5,-4.4,2.9
2019-01-19,1.202,5,1,1,0,0.2,4.9,-3.4,0.2
2019-01-20,79.44600000000001,6,1,1,0,2.3,7.8,-2.5,0.2
2019-01-21,91.918,0,0,1,1,1.9,7.0,-2.4,1.0
2019-01-22,48.924,1,0,1,0,-4.8,-2.2,-10.0,2.5
2019-01-23,66.39999999999999,2,0,1,0,-2.9,2.0,-9.8,0.0
2019-01-24,94.24,3,0,1,0,-6.4,-2.4,-9.0,4.3
2019-01-25,77.0,4,0,1,0,-4.0,0.6,-9.2,0.1
2019-01-26,64.434,5,1,1,0,-0.1,3.0,-4.4,0.0
2019-01-27,84.792,6,1,1,0,3.0,5.7,-1.6,0.0
2019-01-28,97.242,0,0,1,0,-4.9,4.8,-9.6,9.3
2019-01-29,74.30199999999999,1,0,1,0,-9.5,-5.2,-16.5,0.0
2019-01-30,95.882,2,0,1,0,-4.6,0.6,-16.2,0.0
2019-01-31,83.222,3,0,1,0,-0.5,4.3,-7.1,0.0
2019-02-01,143.284,4,0,2,0,-0.8,7.8,-7.2,0.0
2019-02-02,42.355999999999995,5,1,2,0,3.2,7.8,-3.7,0.0
2019-02-03,56.709999999999994,6,1,2,0,2.6,7.6,-0.8,0.0
2019-02-04,98.476,0,0,2,0,1.4,7.1,-3.5,0.0
2019-02-05,61.486,1,0,2,0,-2.7,6.3,-7.8,0.2
2019-02-06,100.798,2,0,2,0,-9.7,-1.2,-17.1,6.8
2019-02-07,104.208,3,0,2,0,-16.2,-9.2,-22.9,0.6
2019-02-08,115.992,4,0,2,0,-10.7,-3.0,-19.5,0.0
2019-02-09,65.598,5,1,2,0,-8.9,-1.9,-16.6,0.0
2019-02-10,73.486,6,1,2,0,-6.4,-0.7,-11.1,0.0
2019-02-11,128.36599999999999,0,0,2,0,-6.9,1.8,-15.8,0.0
2019-02-12,63.553999999999995,1,0,2,0,-4.4,3.5,-13.5,0.0
2019-02-13,77.024,2,0,2,0,1.9,7.3,-7.9,1.6
2019-02-14,95.124,3,0,2,0,4.5,11.8,-4.6,2.4
2019-02-15,58.152,4,0,2,0,-0.8,10.6,-10.1,1.8
2019-02-16,33.924,5,1,2,0,-2.5,4.2,-8.4,0.0
2019-02-17,47.622,6,1,2,0,-4.0,0.8,-8.1,0.4
2019-02-18,60.358,0,0,2,1,-11.4,-8.0,-14.3,1.9
2019-02-19,112.886,1,0,2,0,-11.8,-7.3,-18.1,1.3
2019-02-20,77.472,2,0,2,0,-10.7,-1.6,-19.2,0.0
2019-02-21,117.00399999999999,3,0,2,0,-7.3,-2.8,-16.5,0.0
2019-02-22,46.84,4,0,2,0,-7.0,-2.2,-10.9,2.0
2019-02-23,6.172,5,1,2,0,-3.2,1.0,-6.6,1.2
2019-02-24,51.972,6,1,2,0,-3.5,1.5,-12.5,0.0
2019-02-25,88.722,0,0,2,0,-2.7,6.2,-12.3,0.0
2019-02-26,76.248,1,0,2,0,-2.8,6.7,-11.5,0.0
2019-02-27,105.938,2,0,2,0,-7.6,-0.8,-13.8,0.0
2019-02-28,35.022,3,0,2,0,1.4,10.3,-9.5,0.0
2019-03-01,60.184,4,0,3,0,4.0,10.5,-2.3,0.6
2019-03-02,56.062000000000005,5,1,3,0,-6.9,-3.3,-16.5,9.7
2019-03-03,107.658,6,1,3,0,-19.4,-16.8,-22.7,7.4
2019-03-04,35.352,0,0,3,0,-18.8,-13.6,-24.2,0.0
2019-03-05,30.926,1,0,3,0,-12.2,-7.2,-15.7,0.1
2019-03-06,33.653999999999996,2,0,3,0,-5.6,-1.2,-12.1,1.2
2019-03-07,93.952,3,0,3,0,-0.5,6.6,-7.9,0.9
2019-03-08,40.25,4,0,3,0,-1.1,5.3,-6.7,2.4
2019-03-09,36.025999999999996,5,1,3,0,-0.4,3.2,-6.7,0.1
2019-03-10,101.224,6,1,3,0,-3.9,0.9,-7.7,0.0
2019-03-11,31.284,0,0,3,0,-0.8,3.0,-7.2,0.6
2019-03-12,77.282,1,0,3,0,1.8,7.8,-4.7,0.6
2019-03-13,9.49,2,0,3,0,0.7,4.9,-2.3,31.4
2019-03-14,69.11000000000001,3,0,3,0,-4.2,-1.5,-10.9,0.0
2019-03-15,39.068,4,0,3,0,-7.9,-1.1,-15.1,0.0
2019-03-16,29.78,5,1,3,0,-5.4,1.9,-11.1,0.0
2019-03-17,97.88799999999999,6,1,3,0,-3.1,3.2,-10.9,0.0
2019-03-18,98.47200000000001,0,0,3,0,-2.4,5.0,-8.5,0.0
2019-03-19,67.262,1,0,3,0,-1.5,3.8,-6.8,0.0
2019-03-20,48.47,2,0,3,0,-2.5,9.2,-12.3,0.0
2019-03-21,35.302,3,0,3,0,-0.1,6.1,-5.8,0.4
2019-03-22,68.652,4,0,3,0,3.5,9.6,-2.2,1.4
2019-03-23,39.634,5,1,3,0,2.6,8.7,-2.0,0.4
2019-03-24,85.27,6,1,3,0,3.8,11.1,-2.3,0.3
2019-03-25,136.05599999999998,0,0,3,0,3.5,11.1,-2.3,0.0
2019-03-26,98.71600000000001,1,0,3,0,5.5,16.8,-3.3,0.0
2019-03-27,53.56,2,0,3,0,9.3,19.0,0.4,0.0
2019-03-28,5.254,3,0,3,0,7.2,16.0,0.4,0.4
2019-03-29,58.828,4,0,3,0,2.0,5.6,-0.5,15.5
2019-03-30,58.452,5,1,3,0,-1.5,1.5,-6.9,2.6
2019-03-31,66.856,6,1,3,0,-2.5,5.7,-10.4,0.0
2019-04-01,94.61,0,0,4,0,2.7,11.1,-7.2,0.0
2019-04-02,81.762,1,0,4,0,3.6,7.8,-2.9,0.0
2019-04-03,83.028,2,0,4,0,5.9,12.9,-0.6,0.3
2019-04-04,109.6,3,0,4,0,7.0,16.0,-1.1,0.0
2019-04-05,89.95,4,0,4,0,9.4,18.0,1.2,0.3
2019-04-06,68.628,5,1,4,0,10.3,17.8,2.5,0.0
2019-04-07,61.582,6,1,4,0,11.4,19.3,2.8,0.0
2019-04-08,121.446,0,0,4,0,13.8,21.5,6.1,0.0
2019-04-09,105.998,1,0,4,0,13.7,22.1,6.6,0.0
2019-04-10,40.217999999999996,2,0,4,0,2.2,11.6,-5.7,15.4
2019-04-11,74.748,3,0,4,0,-3.6,2.2,-8.8,1.6
2019-04-12,54.190000000000005,4,0,4,0,-3.9,1.0,-8.9,0.5
2019-04-13,113.446,5,1,4,0,-1.7,3.0,-7.3,0.7
2019-04-14,126.558,6,1,4,0,3.7,14.1,-8.9,0.0
2019-04-15,73.42,0,0,4,0,10.8,19.2,0.7,0.0
2019-04-16,82.304,1,0,4,0,9.2,17.1,2.7,0.0
2019-04-17,122.86200000000001,2,0,4,0,8.8,14.4,4.6,0.4
2019-04-18,66.80799999999999,3,0,4,0,7.7,13.9,3.5,1.0
2019-04-19,56.25,4,0,4,0,11.7,20.4,1.5,0.0
2019-04-20,73.68,5,1,4,0,14.3,23.4,4.4,0.0
2019-04-21,44.606,6,1,4,0,12.7,17.9,7.9,2.4
2019-04-22,105.504,0,0,4,0,5.3,6.8,4.1,1.3
2019-04-23,78.674,1,0,4,0,9.0,17.0,2.9,0.0
2019-04-24,58.596,2,0,4,0,12.8,19.1,4.6,0.1
2019-04-25,94.736,3,0,4,0,10.1,16.3,4.9,0.2
2019-04-26,48.986,4,0,4,0,12.8,23.8,3.1,0.8
2019-04-27,91.178,5,1,4,0,10.8,17.2,4.3,2.5
2019-04-28,82.98400000000001,6,1,4,0,13.2,22.2,5.3,1.8
2019-04-29,38.403999999999996,0,0,4,0,0.2,4.6,-3.4,6.8
2019-04-30,132.952,1,0,4,0,-1.8,2.4,-4.7,2.3
2019-05-01,60.732,2,0,5,0,1.0,4.2,-1.9,4.0
2019-05-02,37.872,3,0,5,0,4.2,11.2,-3.4,0.0
2019-05-03,73.99600000000001,4,0,5,0,8.1,16.6,-1.5,0.0
2019-05-04,22.5,5,1,5,0,10.7,19.8,0.9,0.0
2019-05-05,94.258,6,1,5,0,13.6,21.5,5.1,0.0
2019-05-06,107.5,0,0,5,0,11.5,18.5,5.3,0.4
2019-05-07,95.734,1,0,5,0,9.2,13.2,5.9,3.6
2019-05-08,87.064,2,0,5,0,4.7,7.3,1.4,14.2
2019-05-09,107.64,3,0,5,0,1.0,3.3,-0.4,9.9
2019-05-10,106.392,4,0,5,0,2.8,8.4,-4.6,0.0
2019-05-11,95.25,5,1,5,0,7.6,15.6,-0.9,0.3
2019-05-12,94.27600000000001,6,1,5,0,11.8,20.0,0.5,0.0
2019-05-13,94.868,0,0,5,0,15.4,22.6,6.4,0.0
2019-05-14,130.934,1,0,5,0,16.7,25.1,5.7,0.0
2019-05-15,85.436,2,0,5,0,16.8,25.4,6.4,0.0
2019-05-16,96.60600000000001,3,0,5,0,17.1,25.6,8.2,0.1
2019-05-17,95.86399999999999,4,0,5,0,12.2,17.6,7.3,5.2
2019-05-18,68.15,5,1,5,0,8.9,13.9,3.7,1.2
2019-05-19,113.384,6,1,5,0,6.7,13.4,2.3,2.9
2019-05-20,113.24199999999999,0,0,5,0,2.2,4.2,0.1,16.6
2019-05-21,148.608,1,0,5,0,0.7,2.3,-0.7,5.3
2019-05-22,133.472,2,0,5,0,2.6,6.4,-1.3,1.5
2019-05-23,71.05000000000001,3,0,5,0,4.0,6.3,1.9,10.3
2019-05-24,74.936,4,0,5,0,10.4,17.9,-0.2,0.0
2019-05-25,68.178,5,1,5,0,12.6,22.2,2.0,0.0
2019-05-26,51.214000000000006,6,1,5,0,13.0,19.4,5.8,4.5
2019-05-27,83.80799999999999,0,0,5,1,11.0,17.1,5.3,7.9
2019-05-28,92.264,1,0,5,0,8.3,12.6,5.0,6.6
2019-05-29,90.596,2,0,5,0,8.8,14.2,3.0,0.8
2019-05-30,53.7,3,0,5,0,12.1,18.5,5.2,0.0
2019-05-31,0.0,4,0,5,0,13.6,20.9,6.0,0.4
2019-06-01,80.892,5,1,6,0,14.2,20.0,7.2,0.3
2019-06-02,101.464,6,1,6,0,15.9,23.4,8.9,1.1
2019-06-03,65.63,0,0,6,0,15.8,24.8,8.9,0.0
2019-06-04,72.648,1,0,6,0,17.6,25.2,10.4,0.0
2019-06-05,56.17,2,0,6,0,16.3,23.2,9.2,0.7
2019-06-06,110.392,3,0,6,0,17.7,25.4,8.6,0.0
2019-06-07,0.0,4,0,6,0,18.5,25.8,10.1,0.0
2019-06-08,82.744,5,1,6,0,18.7,25.0,12.1,2.5
2019-06-09,78.92399999999999,6,1,6,0,10.1,14.6,6.3,1.2
2019-06-10,106.62400000000001,0,0,6,0,14.4,23.1,5.8,0.0
2019-06-11,78.872,1,0,6,0,16.8,24.1,9.4,0.4
2019-06-12,105.422,2,0,6,0,16.1,21.5,11.4,0.0
2019-06-13,64.254,3,0,6,0,19.4,28.0,9.8,0.0
2019-06-14,118.24,4,0,6,0,20.7,27.3,15.2,0.3
2019-06-15,92.274,5,1,6,0,18.6,24.0,13.1,2.6
2019-06-16,95.608,6,1,6,0,17.0,22.8,11.0,0.4
2019-06-17,113.392,0,0,6,0,15.7,20.0,10.6,1.4
2019-06-18,64.602,1,0,6,0,14.6,17.5,11.2,1.4
2019-06-19,151.942,2,0,6,0,19.0,25.7,11.6,0.3
2019-06-20,213.654,3,0,6,0,18.4,25.4,11.1,0.3
2019-06-21,134.228,4,0,6,0,13.6,19.1,10.1,9.0
2019-06-22,82.322,5,1,6,0,11.2,16.2,7.9,16.5
2019-06-23,68.374,6,1,6,0,11.0,16.7,6.4,8.1
2019-06-24,96.568,0,0,6,0,16.5,24.8,6.6,0.0
2019-06-25,120.91,1,0,6,0,18.6,25.2,8.4,0.0
2019-06-26,102.978,2,0,6,0,19.9,28.1,9.8,0.0
2019-06-27,67.952,3,0,6,0,21.4,30.4,10.0,0.0
2019-06-28,91.274,4,0,6,0,21.9,31.1,11.6,0.0
2019-06-29,77.768,5,1,6,0,23.5,30.4,14.7,0.0
2019-06-30,73.478,6,1,6,0,22.5,29.9,15.8,6.9
2019-07-01,137.22799999999998,0,0,7,0,19.6,26.1,14.4,6.8
2019-07-02,69.484,1,0,7,0,20.7,28.0,12.9,0.2
2019-07-03,49.032,2,0,7,0,21.9,29.5,13.8,0.2
2019-07-04,65.62,3,0,7,1,19.1,26.0,12.9,0.4
2019-07-05,0.0,4,0,7,0,18.5,25.4,13.2,0.6
2019-07-06,51.13,5,1,7,0,19.2,25.7,14.5,3.3
2019-07-07,78.714,6,1,7,0,20.3,27.6,13.5,0.6
2019-07-08,134.714,0,0,7,0,21.0,27.8,14.1,0.5
2019-07-09,78.532,1,0,7,0,21.6,29.9,11.7,0.0
2019-07-10,85.18599999999999,2,0,7,0,19.9,27.0,11.6,0.0
2019-07-11,86.67399999999999,3,0,7,0,23.7,32.3,14.7,0.0
2019-07-12,147.752,4,0,7,0,24.8,32.6,17.0,0.0
2019-07-13,76.33,5,1,7,0,22.7,30.5,15.9,0.0
2019-07-14,110.06400000000001,6,1,7,0,24.5,29.9,18.4,0.4
2019-07-15,107.75800000000001,0,0,7,0,23.3,31.5,15.9,0.2
2019-07-16,83.422,1,0,7,0,22.3,30.3,14.1,0.0
2019-07-17,138.09,2,0,7,0,25.6,33.3,18.5,0.0
2019-07-18,84.702,3,0,7,0,26.4,35.0,17.4,0.0
2019-07-19,124.236,4,0,7,0,27.0,34.7,17.6,0.0
2019-07-20,39.164,5,1,7,0,23.0,28.3,17.6,14.7
2019-07-21,92.47399999999999,6,1,7,0,20.0,28.0,13.5,6.3
2019-07-22,147.70600000000002,0,0,7,0,20.8,27.2,16.5,0.8
2019-07-23,105.352,1,0,7,0,21.8,27.9,15.4,0.4
2019-07-24,94.278,2,0,7,0,23.3,31.9,15.6,0.1
2019-07-25,82.39399999999999,3,0,7,0,23.1,28.5,17.1,0.0
2019-07-26,41.477999999999994,4,0,7,0,24.1,31.4,15.8,0.0
2019-07-27,136.686,5,1,7,0,22.8,28.0,16.5,0.0
2019-07-28,93.756,6,1,7,0,23.5,28.9,16.9,0.0
2019-07-29,62.525999999999996,0,0,7,0,22.5,31.4,14.1,0.0
2019-07-30,136.03,1,0,7,0,23.4,31.9,15.1,0.2
2019-07-31,57.708,2,0,7,0,24.6,29.7,18.0,0.4
2019-08-01,107.142,3,0,8,0,21.1,26.5,16.9,4.8
2019-08-02,31.826000000000004,4,0,8,0,22.0,28.5,14.1,0.0
2019-08-03,2.092,5,1,8,0,23.9,31.9,15.6,0.0
2019-08-04,53.02,6,1,8,0,23.6,30.5,17.0,1.7
2019-08-05,83.146,0,0,8,0,23.2,30.5,18.1,1.8
2019-08-06,107.786,1,0,8,0,24.6,32.5,16.1,0.0
2019-08-07,47.006,2,0,8,0,23.4,29.9,18.4,0.0
2019-08-08,88.246,3,0,8,0,21.2,26.0,18.4,2.2
2019-08-09,106.988,4,0,8,0,22.5,29.4,15.9,0.0
2019-08-10,25.774,5,1,8,0,23.0,27.8,17.4,0.7
2019-08-11,38.472,6,1,8,0,21.3,26.2,17.4,0.0
2019-08-12,53.952,0,0,8,0,23.1,29.1,17.5,0.0
2019-08-13,46.416,1,0,8,0,20.9,27.2,13.9,0.3
2019-08-14,0.0,2,0,8,0,20.6,28.4,14.8,0.2
2019-08-15,43.232,3,0,8,0,23.7,32.0,13.1,0.0
2019-08-16,72.664,4,0,8,0,19.8,27.6,12.8,0.5
2019-08-17,23.674,5,1,8,0,23.2,31.1,16.1,0.4
2019-08-18,43.9,6,1,8,0,20.5,30.1,13.4,0.2
2019-08-19,81.78,0,0,8,0,23.9,32.8,14.8,0.0
2019-08-20,119.68599999999999,1,0,8,0,24.5,33.9,15.6,0.1
2019-08-21,42.512,2,0,8,0,19.7,25.3,14.2,0.6
2019-08-22,76.382,3,0,8,0,20.9,28.5,14.2,0.0
2019-08-23,77.34,4,0,8,0,22.1,28.4,15.6,0.5
2019-08-24,73.362,5,1,8,0,20.2,28.4,12.1,0.0
2019-08-25,57.83,6,1,8,0,24.8,34.7,14.7,0.0
2019-08-26,114.292,0,0,8,0,18.5,23.5,12.8,0.0
2019-08-27,96.298,1,0,8,0,17.4,22.8,12.4,0.0
2019-08-28,92.602,2,0,8,0,20.8,30.4,10.1,0.0
2019-08-29,72.69,3,0,8,0,24.3,31.0,18.8,0.0
2019-08-30,61.84,4,0,8,0,20.1,27.4,14.0,0.0
2019-08-31,44.178,5,1,8,0,21.1,30.0,13.6,0.0
2019-09-01,58.35,6,1,9,0,24.3,34.6,15.3,0.0
2019-09-02,83.12,0,0,9,1,25.9,34.9,16.6,0.0
2019-09-03,108.212,1,0,9,0,21.3,27.8,16.5,1.6
2019-09-04,97.896,2,0,9,0,22.5,32.0,14.6,0.0
2019-09-05,91.8,3,0,9,0,26.0,32.8,19.3,0.1
2019-09-06,71.358,4,0,9,0,21.0,27.0,15.7,1.0
2019-09-07,54.976,5,1,9,0,23.2,30.7,16.1,0.0
