variant,p,d,q,P,D,Q,m,aic,bic,llf,fit_seconds,ok,error
exog,0,1,2,2,1,0,7,19465.515566388167,19509.806477895403,-9724.757783194083,3.4282538890838623,True,
exog,0,1,2,2,1,1,7,19091.870731872077,19141.69800731772,-9536.935365936039,4.924535036087036,True,
exog,0,1,2,2,1,2,7,19064.14204329634,19119.489669866714,-9522.07102164817,5.64638090133667,True,
exog,0,1,3,0,1,0,7,20264.314351331635,20303.10613303081,-10125.157175665818,1.4635393619537354,True,
exog,0,1,3,0,1,1,7,19118.612245577016,19162.915946855162,-9551.306122788508,3.305366039276123,True,
exog,0,1,3,0,1,2,7,19052.62863962732,19102.43669456379,-9517.31431981366,6.349830865859985,True,
exog,0,1,3,1,1,0,7,19735.64268419106,19779.963406752224,-9859.82134209553,2.9195151329040527,True,
exog,0,1,3,1,1,1,7,19120.37834803368,19170.220011971593,-9551.18917401684,3.09206223487854,True,
exog,0,1,3,1,1,2,7,19054.433060505984,19109.775343768724,-9517.216530252992,6.1119349002838135,True,
exog,0,1,3,2,1,0,7,19467.24700150083,19517.07427694647,-9724.623500750415,5.066286087036133,True,
exog,0,1,3,2,1,1,7,19093.02224415194,19148.385883535986,-9536.51112207597,5.850810766220093,True,
exog,0,1,3,2,1,2,7,19056.045325869974,19116.92183745899,-9517.022662934987,6.58324408531189,True,
exog,0,1,4,0,1,0,7,20257.571810699665,20301.901030340756,-10120.785905349832,2.0708208084106445,True,
exog,0,1,4,0,1,1,7,19106.955114514712,19156.791984843992,-9544.477557257356,3.170151948928833,True,
exog,0,1,4,0,1,2,7,19040.484373210358,19095.821310308846,-9510.242186605179,7.590135097503662,True,
exog,0,1,4,1,1,0,7,19735.07620365984,19784.937016541146,-9858.53810182992,2.6862568855285645,True,
exog,0,1,4,1,1,1,7,19107.581390659958,19162.95569102582,-9543.790695329979,4.092509984970093,True,
exog,0,1,4,1,1,2,7,19041.385477394302,19102.256108202637,-9509.692738697151,7.192785978317261,True,
exog,0,1,4,2,1,0,7,19462.55488619746,19517.918525581506,-9721.27744309873,4.462991952896118,True,
exog,0,1,4,2,1,1,7,19107.010136088684,19167.910139411135,-9542.505068044342,5.787842035293579,True,
exog,0,1,4,2,1,2,7,19042.831073659916,19109.235398178098,-9509.415536829958,8.06076192855835,True,
exog,1,1,0,0,1,0,7,20997.827098161964,21025.54346489549,-10493.913549080982,0.11978602409362793,True,
exog,1,1,0,0,1,1,7,19817.225357505107,19850.462710480915,-9902.612678752554,0.7918469905853271,True,
exog,1,1,0,0,1,2,7,19743.620167744528,19782.370980984117,-9864.810083872264,2.0457921028137207,True,
exog,1,1,0,1,1,0,7,20432.3728199787,20465.610172954508,-10210.18640998935,0.5319857597351074,True,
exog,1,1,0,1,1,1,7,19813.218787535654,19851.99569934076,-9899.609393767827,1.1580610275268555,True,
exog,1,1,0,1,1,2,7,19745.60089774833,19789.887541450717,-9864.800448874164,4.676545858383179,True,
exog,1,1,0,2,1,0,7,20161.055400115147,20199.806213354736,-10073.527700057573,1.4139549732208252,True,
exog,1,1,0,2,1,1,7,19744.61778748361,19788.904431185998,-9864.308893741805,3.381239652633667,True,
exog,1,1,0,2,1,2,7,19746.804630846564,19796.62710501175,-9864.402315423282,5.119381904602051,True,
exog,1,1,1,0,1,0,7,20284.176915242853,20317.433376515066,-10136.088457621427,0.7705998420715332,True,
exog,1,1,1,0,1,1,7,19137.07994662696,19175.85313601773,-9561.53997331348,1.9881110191345215,True,
exog,1,1,1,0,1,2,7,19070.81860759856,19115.100981218115,-9527.40930379928,2.7248167991638184,True,
exog,1,1,1,1,1,0,7,19724.333407114067,19763.110318919174,-9855.166703557034,1.3896918296813965,True,
exog,1,1,1,1,1,1,7,19138.265483045816,19182.57769949241,-9561.132741522908,2.60294508934021,True,
exog,1,1,1,1,1,2,7,19071.873914722255,19121.691585044253,-9526.936957361127,4.1953089237213135,True,
exog,1,1,1,2,1,0,7,19455.476369921627,19499.763013624015,-9719.738184960814,4.132246971130371,True,
exog,1,1,1,2,1,1,7,19082.561087970324,19132.38356213551,-9532.280543985162,6.00501012802124,True,
exog,1,1,1,2,1,2,7,19073.54690396676,19128.8998709912,-9526.77345198338,3.6915149688720703,True,
exog,1,1,2,0,1,0,7,20252.687652017496,20291.48314625985,-10119.343826008748,1.325942039489746,True,
exog,1,1,2,0,1,1,7,19446.9757707188,19491.28373071411,-9715.4878853594,4.092733860015869,True,
exog,1,1,2,0,1,2,7,19370.211115978032,19420.02397989137,-9676.105557989016,10.664833784103394,True,
exog,1,1,2,1,1,0,7,19833.64777709687,19877.964247731277,-9908.823888548435,2.200860023498535,True,
exog,1,1,2,1,1,1,7,19431.670325537605,19481.516780532325,-9706.835162768803,4.401418924331665,True,
exog,1,1,2,1,1,2,7,19077.89083137857,19133.238457948944,-9528.945415689284,7.88810920715332,True,
exog,1,1,2,2,1,0,7,19626.237472714565,19676.05994687975,-9804.118736357283,6.360416889190674,True,
exog,1,1,2,2,1,1,7,19387.33189215319,19442.690196781172,-9683.665946076595,8.908715963363647,True,
exog,1,1,2,2,1,2,7,19228.707089663472,19289.589478890884,-9603.353544831736,9.443431854248047,True,
exog,1,1,3,0,1,0,7,20253.609133092214,20297.94259789127,-10118.804566546107,1.944105863571167,True,
exog,1,1,3,0,1,1,7,19120.000127687454,19169.841791625367,-9551.000063843727,2.9684059619903564,True,
exog,1,1,3,0,1,2,7,19054.29558643815,19109.63786970089,-9517.147793219076,6.535615921020508,True,
exog,1,1,3,1,1,0,7,19725.96780291025,19775.82383237396,-9853.983901455125,3.13847017288208,True,
exog,1,1,3,1,1,1,7,19121.22282096059,19176.60244755827,-9550.611410480295,2.530665874481201,True,
exog,1,1,3,1,1,2,7,19055.239233756838,19116.115745345855,-9516.619616878419,4.365502834320068,True,
exog,1,1,3,2,1,0,7,19459.486137367672,19514.844441995658,-9719.743068683836,5.820978879928589,True,
exog,1,1,3,2,1,1,7,19105.685996441418,19166.5801315322,-9541.842998220709,6.786111116409302,True,
exog,1,1,3,2,1,2,7,19057.332989047594,19123.743728962883,-9516.666494523797,7.250204801559448,True,
exog,1,1,4,0,1,0,7,20254.91732484923,20304.787696945456,-10118.458662424615,2.387758731842041,True,
exog,1,1,4,0,1,1,7,19106.894716295323,19162.269016661186,-9543.447358147661,3.5850989818573,True,
exog,1,1,4,0,1,2,7,19043.18858527327,19104.059216081605,-9510.594292636635,7.354936838150024,True,
exog,1,1,4,1,1,0,7,19727.652144539323,19783.047732832332,-9853.826072269661,2.6349611282348633,True,
exog,1,1,4,1,1,1,7,19108.077439664885,19168.989170067336,-9543.038719832442,3.7228541374206543,True,
exog,1,1,4,1,1,2,7,19040.933875939114,19107.338200457296,-9508.466937969557,8.34126591682434,True,
exog,1,1,4,2,1,0,7,19444.695545440296,19505.589680531077,-9711.347772720148,5.956910848617554,True,
exog,1,1,4,2,1,1,7,19081.165606094553,19147.595571648133,-9528.582803047277,7.100186109542847,True,
exog,1,1,4,2,1,2,7,19047.60901545934,19119.547033687373,-9510.80450772967,9.123861074447632,True,
exog,2,1,0,0,1,0,7,20749.01853919075,20782.275000462963,-10368.509269595375,0.4239790439605713,True,
exog,2,1,0,0,1,1,7,19532.582316780277,19571.359228585385,-9759.291158390139,1.0728368759155273,True,
exog,2,1,0,0,1,2,7,19464.007992879277,19508.294636581664,-9724.003996439638,3.454866886138916,True,
exog,2,1,0,1,1,0,7,20178.71710744477,20217.490296835538,-10082.358553722384,0.9938251972198486,True,
exog,2,1,0,1,1,1,7,19522.660258898744,19566.972475345337,-9753.330129449372,1.7817437648773193,True,
exog,2,1,0,1,1,2,7,19465.813765492596,19515.636239657782,-9723.906882746298,4.628779888153076,True,
exog,2,1,0,2,1,0,7,19892.678965865394,19936.961339484948,-9938.339482932697,1.5227720737457275,True,
exog,2,1,0,2,1,1,7,19455.754498454495,19505.572168776493,-9718.877249227247,2.863844871520996,True,
exog,2,1,0,2,1,2,7,19456.752468140214,19512.105435164656,-9718.376234070107,4.59838604927063,True,
exog,2,1,1,0,1,0,7,20284.569580047668,20323.368784865248,-10135.284790023834,1.3560919761657715,True,
exog,2,1,1,0,1,1,7,19137.595852796316,19181.90806924291,-9560.797926398158,1.8473761081695557,True,
exog,2,1,1,0,1,2,7,19071.791792315522,19121.60946263752,-9526.895896157761,3.3764491081237793,True,
exog,2,1,1,1,1,0,7,19715.32563132667,19759.63784777326,-9849.662815663334,2.61755108833313,True,
exog,2,1,1,1,1,1,7,19138.309287034725,19188.16053053714,-9560.154643517362,2.9529519081115723,True,
exog,2,1,1,1,1,2,7,19072.623483956442,19127.976450980885,-9526.311741978221,4.513625144958496,True,
exog,2,1,1,2,1,0,7,19446.943793325314,19496.76146364731,-9714.471896662657,4.645043849945068,True,
exog,2,1,1,2,1,1,7,19073.498738041104,19128.851705065546,-9526.749369020552,4.5183939933776855,True,
exog,2,1,1,2,1,2,7,19074.38972729611,19135.277991022995,-9526.194863648056,4.707982063293457,True,
exog,2,1,2,0,1,0,7,20244.963723292403,20289.30143099795,-10114.481861646202,1.5363547801971436,True,
exog,2,1,2,0,1,1,7,19450.965791096343,19500.812246091064,-9716.482895548172,4.5862908363342285,True,
exog,2,1,2,0,1,2,7,19374.644527392233,19429.99215396261,-9677.322263696116,9.088677167892456,True,
exog,2,1,2,1,1,0,7,19814.06338306224,19863.914626564656,-9898.03169153112,3.875981092453003,True,
exog,2,1,2,1,1,1,7,19150.56232699265,19205.947276986786,-9565.281163496325,3.8552160263061523,True,
exog,2,1,2,1,1,2,7,19395.617141818628,19456.49953104604,-9686.808570909314,9.153160095214844,True,
exog,2,1,2,2,1,0,7,19608.87213999486,19664.2251070193,-9794.43606999743,5.746308088302612,True,
exog,2,1,2,2,1,1,7,19380.82703720453,19441.715300931413,-9679.413518602265,6.587701797485352,True,
exog,2,1,2,2,1,2,7,19252.862026043786,19319.279177928234,-9614.431013021893,12.984674215316772,True,
exog,2,1,3,0,1,0,7,20074.65950861859,20124.53465651753,-10028.329754309296,2.4642040729522705,True,
exog,2,1,3,0,1,1,7,19123.208593799394,19178.588220397076,-9551.604296899697,4.78551983833313,True,
exog,2,1,3,0,1,2,7,19059.97354906328,19120.850060652298,-9518.98677453164,8.17903470993042,True,
exog,2,1,3,1,1,0,7,19721.081726889857,19776.471997448098,-9850.540863444929,4.381278991699219,True,
exog,2,1,3,1,1,1,7,19125.347977070007,19186.265566327456,-9551.673988535003,5.600573778152466,True,
exog,2,1,3,1,1,2,7,19058.973018549877,19125.383758465166,-9517.486509274939,8.886940002441406,True,
exog,2,1,3,2,1,0,7,19451.745267641745,19512.63353136863,-9714.872633820873,6.991335868835449,True,
exog,2,1,3,2,1,1,7,19080.36981601745,19146.793376446778,-9528.184908008725,6.9521400928497314,True,
exog,2,1,3,2,1,2,7,19061.338551497385,19133.283519738947,-9517.669275748693,10.451088190078735,True,
exog,2,1,4,0,1,0,7,20086.708302067404,20142.119826618768,-10033.354151033702,2.9106252193450928,True,
exog,2,1,4,0,1,1,7,19093.795403617103,19154.707134019554,-9535.897701808552,4.273380279541016,True,
exog,2,1,4,0,1,2,7,19041.266563910995,19107.670888429177,-9508.633281955497,8.375341892242432,True,
exog,2,1,4,1,1,0,7,19722.608202176125,19783.53749979019,-9850.304101088062,4.777437210083008,True,
exog,2,1,4,1,1,1,7,19112.037537037628,19178.486697476666,-9544.018768518814,4.524224042892456,True,
exog,2,1,4,1,1,2,7,19029.63733470354,19101.575352931573,-9501.81866735177,9.44659972190857,True,
exog,2,1,4,2,1,0,7,19452.80920820033,19519.23276862966,-9714.404604100166,6.393388986587524,True,
exog,2,1,4,2,1,1,7,19078.034502349306,19149.99335948108,-9526.017251174653,7.838647127151489,True,
exog,2,1,4,2,1,2,7,19043.912261519607,19121.383973457487,-9507.956130759803,9.479743003845215,True,
exog,3,1,0,0,1,0,7,20648.08561778424,20686.881112026593,-10317.04280889212,0.6066980361938477,True,
exog,3,1,0,0,1,1,7,19392.79045510837,19437.106925742777,-9688.395227554185,1.3733320236206055,True,
exog,3,1,0,0,1,2,7,19326.50991361824,19376.332387783426,-9654.25495680912,4.0155110359191895,True,
exog,3,1,0,1,1,0,7,20042.89841344302,20087.20637343833,-10013.44920672151,1.1802752017974854,True,
exog,3,1,0,1,1,1,7,19375.070391818976,19424.916846813696,-9678.535195909488,2.1884751319885254,True,
exog,3,1,0,1,1,2,7,19327.86597747165,19383.224282099633,-9653.932988735825,4.941328763961792,True,
exog,3,1,0,2,1,0,7,19732.14830590904,19781.961169822378,-9857.07415295452,2.4630558490753174,True,
exog,3,1,0,2,1,1,7,19308.975623036094,19364.32324960647,-9644.487811518047,6.071871995925903,True,
exog,3,1,0,2,1,2,7,19310.12354062955,19371.00592985696,-9644.061770314775,6.450627088546753,True,
exog,3,1,1,0,1,0,7,20272.876057482175,20317.213765187724,-10128.438028741088,1.7800672054290771,True,
exog,3,1,1,0,1,1,7,19135.69433365919,19185.545577161607,-9558.847166829595,2.6121578216552734,True,
exog,3,1,1,0,1,2,7,19069.01650231081,19124.36946933525,-9524.508251155405,4.560804843902588,True,
exog,3,1,1,1,1,0,7,19703.11122842579,19752.95768342051,-9842.555614212895,3.3906288146972656,True,
exog,3,1,1,1,1,1,7,19127.058487638107,19182.443437632242,-9553.529243819054,3.4178359508514404,True,
exog,3,1,1,1,1,2,7,19070.141265780396,19131.02952950728,-9524.070632890198,5.308621883392334,True,
exog,3,1,1,2,1,0,7,19431.77220980878,19487.119836379155,-9705.88610490439,6.750540018081665,True,
exog,3,1,1,2,1,1,7,19061.57803314969,19122.460422377102,-9519.789016574845,6.738220930099487,True,
exog,3,1,1,2,1,2,7,19062.3876218674,19128.80477375185,-9519.1938109337,7.454432010650635,True,
exog,3,1,2,0,1,0,7,20232.55186038804,20282.43178155678,-10107.27593019402,2.395609140396118,True,
exog,3,1,2,0,1,1,7,19352.761313479095,19408.14626347323,-9666.380656739548,6.007683753967285,True,
exog,3,1,2,0,1,2,7,19384.424653476835,19445.307042704248,-9681.212326738418,9.043024778366089,True,
exog,3,1,2,1,1,0,7,19708.43585260021,19763.820802594346,-9844.217926300105,4.935057878494263,True,
exog,3,1,2,1,1,1,7,19175.35784138086,19236.281286374408,-9576.67892069043,5.0037171840667725,True,
exog,3,1,2,1,1,2,7,19305.917642676002,19372.33479456045,-9640.958821338001,9.786603927612305,True,
exog,3,1,2,2,1,0,7,19598.461795128067,19659.34418435548,-9788.230897564034,9.701879024505615,True,
exog,3,1,2,2,1,1,7,19266.350445918448,19332.767597802896,-9621.175222959224,9.153043746948242,True,
exog,3,1,2,2,1,2,7,19311.41955465493,19383.37146919642,-9642.709777327465,9.628220081329346,True,
exog,3,1,3,0,1,0,7,20276.66784431807,20332.08467531689,-10128.333922159036,2.942220687866211,True,
exog,3,1,3,0,1,1,7,19157.240282998428,19218.157872255877,-9567.620141499214,6.073128938674927,True,
exog,3,1,3,0,1,2,7,19104.37973920793,19170.790479123218,-9540.189869603964,10.650798082351685,True,
exog,3,1,3,1,1,0,7,19731.216090808215,19792.13953580176,-9854.608045404108,4.803287744522095,True,
exog,3,1,3,1,1,1,7,19147.0183988075,19213.473950724718,-9561.50919940375,5.554077863693237,True,
exog,3,1,3,1,1,2,7,19077.106804723735,19149.051772965297,-9525.553402361867,10.163636922836304,True,
exog,3,1,3,2,1,0,7,19505.47481458578,19571.89196647023,-9740.73740729289,9.377930879592896,True,
exog,3,1,3,2,1,1,7,19284.32336446584,19356.27527900733,-9629.16168223292,12.106549978256226,True,
exog,3,1,3,2,1,2,7,19080.74979210736,19158.228988675197,-9526.37489605368,10.031978130340576,True,
exog,3,1,4,0,1,0,7,20024.420055049246,20085.372732055745,-10001.210027524623,3.598151206970215,True,
exog,3,1,4,0,1,1,7,19092.05810524123,19158.50726568027,-9534.029052620615,5.202830076217651,True,
exog,3,1,4,0,1,2,7,19042.56012190882,19114.498140136853,-9508.28006095441,11.919816970825195,True,
exog,3,1,4,1,1,0,7,19730.203195319744,19796.665135312705,-9853.101597659872,5.058311939239502,True,
exog,3,1,4,1,1,1,7,19170.763742732055,19242.75033320768,-9572.381871366028,6.165887832641602,True,
exog,3,1,4,1,1,2,7,19058.367345488838,19135.839057426718,-9515.183672744419,12.867512941360474,True,
exog,3,1,4,2,1,0,7,19434.707784251543,19506.65969879303,-9704.353892125771,8.506857872009277,True,
exog,3,1,4,2,1,1,7,19065.934330189157,19143.421007387682,-9518.967165094578,10.706342935562134,True,
exog,3,1,4,2,1,2,7,19041.48827896981,19124.49368461754,-9505.744139484905,12.944880723953247,True,
exog,4,1,0,0,1,0,7,20562.657924531995,20606.99138933105,-10273.328962265998,0.8570380210876465,True,
exog,4,1,0,0,1,1,7,19341.666801273717,19391.522830737427,-9661.833400636859,1.2266170978546143,True,
exog,4,1,0,0,1,2,7,19275.071631466442,19330.429936094428,-9627.535815733221,5.060900926589966,True,
exog,4,1,0,1,1,0,7,19963.80881761381,20013.650481551726,-9972.904408806906,1.5794622898101807,True,
exog,4,1,0,1,1,1,7,19314.223667600825,19369.603294198507,-9647.111833800413,2.463369846343994,True,
exog,4,1,0,1,1,2,7,19276.65941839158,19337.55355348236,-9627.32970919579,5.423167943954468,True,
exog,4,1,0,2,1,0,7,19661.105121765722,19716.447405028463,-9820.552560882861,5.950956106185913,True,
exog,4,1,0,2,1,1,7,19248.09134965767,19308.967861246685,-9613.045674828834,7.3053061962127686,True,
exog,4,1,0,2,1,2,7,19249.53956882046,19315.950308735748,-9612.76978441023,6.990422010421753,True,
exog,4,1,1,0,1,0,7,20264.389249618675,20314.264397517614,-10123.194624809337,1.7976229190826416,True,
exog,4,1,1,0,1,1,7,19133.45015962085,19188.84043017909,-9556.725079810425,2.8982961177825928,True,
exog,4,1,1,0,1,2,7,19066.477708953265,19127.36597268015,-9522.238854476633,4.585943222045898,True,
exog,4,1,1,1,1,0,7,19692.149786484813,19747.529413082495,-9836.074893242407,4.503459930419922,True,
exog,4,1,1,1,1,1,7,19115.046480833433,19175.964070090882,-9546.523240416716,3.1143600940704346,True,
exog,4,1,1,1,1,2,7,19067.802451222833,19134.22601165216,-9521.901225611417,6.256442070007324,True,
exog,4,1,1,2,1,0,7,19413.15856587254,19474.035077461558,-9695.57928293627,8.91024112701416,True,
exog,4,1,1,2,1,1,7,19049.73835766937,19116.149097584657,-9512.869178834684,8.63300085067749,True,
exog,4,1,1,2,1,2,7,19050.49107613349,19122.436044375052,-9512.245538066745,7.524232864379883,True,
exog,4,1,2,0,1,0,7,20234.28800763374,20289.70483863256,-10107.14400381687,1.8505537509918213,True,
exog,4,1,2,0,1,1,7,19378.135199129105,19439.05864412265,-9678.067599564552,5.905773162841797,True,
exog,4,1,2,0,1,2,7,19336.73746540694,19403.154617291388,-9656.36873270347,10.845690250396729,True,
exog,4,1,2,1,1,0,7,19783.947841419475,19844.865430676924,-9880.973920709737,3.8357629776000977,True,
exog,4,1,2,1,1,1,7,19425.3725567507,19491.828108667916,-9700.68627837535,5.366932153701782,True,
exog,4,1,2,1,1,2,7,19335.55416669762,19407.50608123911,-9654.77708334881,10.954856157302856,True,
exog,4,1,2,2,1,0,7,19664.882059129464,19731.292799044753,-9820.441029564732,6.815960884094238,True,
exog,4,1,2,2,1,1,7,19630.19204378209,19702.137012023653,-9802.096021891046,10.321539163589478,True,
exog,4,1,2,2,1,2,7,19351.973172975893,19429.45236954373,-9661.986586487947,12.176798105239868,True,
exog,4,1,3,0,1,0,7,20069.663294417842,20130.621808516546,-10023.831647208921,3.219383955001831,True,
exog,4,1,3,0,1,1,7,19395.032618505964,19461.48817042318,-9685.516309252982,4.895432949066162,True,
exog,4,1,3,0,1,2,7,19296.80693731116,19368.751905552723,-9635.40346865558,11.150453805923462,True,
exog,4,1,3,1,1,0,7,19793.04860411467,19859.504156031886,-9884.524302057334,5.148451089859009,True,
exog,4,1,3,1,1,1,7,19341.55380211689,19413.547316693875,-9657.776901058445,5.6814188957214355,True,
exog,4,1,3,1,1,2,7,19376.627962001563,19454.1071585694,-9674.313981000781,9.65356993675232,True,
exog,4,1,3,2,1,0,7,19569.679694466675,19641.624662708236,-9771.839847233337,9.85912799835205,True,
exog,4,1,3,2,1,1,7,19346.183547319073,19423.66274388691,-9659.091773659537,8.632488012313843,True,
exog,4,1,3,2,1,2,7,19373.58680886862,19456.60023376273,-9671.79340443431,10.456494808197021,True,
exog,4,1,4,0,1,0,7,20070.102849324234,20136.59667878587,-10023.051424662117,3.495185136795044,True,
exog,4,1,4,0,1,1,7,19115.675109084452,19187.661699560078,-9544.837554542226,6.000786066055298,True,
exog,4,1,4,0,1,2,7,19119.375227677585,19196.846939615465,-9545.687613838792,14.097520112991333,True,
exog,4,1,4,1,1,0,7,19707.09843971542,19779.091954292406,-9840.54921985771,6.00898003578186,True,
exog,4,1,4,1,1,1,7,19132.04080736464,19209.56482787685,-9552.02040368232,7.440861940383911,True,
exog,4,1,4,1,1,2,7,19145.04730987784,19228.05271552557,-9557.52365493892,13.284533977508545,True,
exog,4,1,4,2,1,0,7,19332.022014930793,19409.50121149863,-9652.011007465397,11.922428131103516,True,
exog,4,1,4,2,1,1,7,19166.407443029006,19249.420867923116,-9568.203721514503,11.904467105865479,True,
exog,4,1,4,2,1,2,7,19101.68253531333,19190.22163467091,-9534.841267656666,16.28721809387207,True,
